what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1644322819735
error,log,,,"Core exception while retrieving the content description",1644322819739
error,log,,,"Core exception while retrieving the content description",1644322819739
error,log,,,"Core exception while retrieving the content description",1644322819739
error,log,,,"Core exception while retrieving the content description",1644322819743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1644322822891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322825124
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322826388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322829748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322861954
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1644322873003
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1644322873058
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1644322888047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322899739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322900983
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201101251503,"org.eclipse.linuxtools.cdt.libhover",1644322904007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322912308
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322957951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644322960677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644323023887
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1644323023906
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1644323030427
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1644323035078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644323037115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644326299024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1644326299058
